News,Rating
"U.S. Senate Minority Leader Mitch McConnell said ""absolutely"" when asked if he would support former President Donald Trump if he was the Republican Party's nominee in 2024",correct-attribution
"A photograph captured in late February 2021 showed a half-male, half-female cardinal",true
"Because of U.S. President Joe Biden's mental fitness, more than 30 U.S. House Democrats issued a letter on Feb. 22, 2021, asking him to give up his authority as the only American who can launch nuclear weapons",mixture
The U.S. government is requiring people to wear pantyhose sleeves over their masks in order to improve their protection.,mostly-false
"On the 'Gilligan's Island' TV sitcom, the Gilligan character's first name was 'Willy.",false
"Kaleb-Wolf De Melo Torres, an osteogenesis imperfecta (brittle bone disease) patient, died in late February 2021.",false
The animated character Peppa Pig died in the final episode of the show.,false
A video shows a gold-colored statue of former U.S. President Donald Trump at CPAC 2021.,true
Music legend Stevie Wonder said he's moving to Ghana,correct-attribution
A leader of the National Health Service (NHS) warned against the advice of Gwyneth Paltrow for treating lingering effects of COVID-19,true
"The word ""pandemicide"" was coined in response to the Trump administration's response to the COVID-19 pandemic",mixture
"In the 1960s, NASA rejected Hillary Clinton’s childhood dream of becoming an astronaut because the space agency did not accept women astronauts at the time.",unproven
"This is a genuine photograph of a ""toyger kitten.",mostly-false
"Johnny Lawrence's Facebook message is legible in ""Cobra Kai.",true
Photographs depict persons who developed staph infections from wearing masks to prevent the spread of COVID-19,miscaptioned
"U.S. Sen. Rand Paul claimed to be a ""board-certified"" ophthalmologist on the basis of being certified by a board that he created himself and that he put his wife and father-in-law in charge of.",mixture
"On Feb. 19, 2021, U.S. President Joe Biden uttered a racial slur referring to Black people in a recorded speech",false
"In February 2021, a woman found what turned out to be one kilogram — 2.2 pounds — of cocaine in a crochet kit she bought in Seattle",true
"Lady Gaga’s dog walker was shot by a male suspect who also stole her two French bulldogs in Los Angeles on Feb. 24, 2021.",true
A letter written by a former NYPD officer alleged the NYPD and FBI conspired in the 1965 murder of Malcolm X,unproven
"Hasbro announced in February 2021 that the Mr. Potato Head toy would henceforth be referred to simply as the gender-neutral ""Potato Head.",mixture
"In February 2021, Marriott hotels revoked U.S. Sen. Ted Cruz's rewards points as punishment for his traveling to Cancun, Mexico, during a winter storm in Texas",labeled-satire
"A photograph taken from the surface of Mars shows Earth, Venus, and Jupiter",false
"In February 2021, Coca-Cola launched a new can design featuring the phrase ""Try to be less white.",false
An image that went viral in February 2021 showed an actual baby shark with a “human face” that was caught by a local fisherman off the coast of Indonesia,unproven
"U.S. President Joe Biden canceled a Trump-era program aimed at deporting sexual offenders called ""Operation Talon.",mixture
Photographs posted on social media depict transgender college basketball player Gabrielle Ludwig,outdated
Rep. Alexandria Ocasio-Cortez said in a fiery speech that pickup truck owners are a danger to society,labeled-satire
"Merrick Garland called former U.S. Attorney General Bill Barr ""a liar,"" or words to that effect, during a Senate hearing in February 2021.",false
"U.S. President Joe Biden posted a message on Twitter saying he was ""proud to see Coca-Cola educate their staff in cultural reappropriation.",false
A photograph shows the next generation of U.S. Postal Service mail trucks.,mixture
"Disney added a content warning to Jim Henson's ""The Muppet Show"" on the Disney+ streaming platform.",mostly-true
Tiger Woods was arrested on suspicion of DUI in 2017,true
Tiger Woods has a greater net worth than any professional sports figure in the world,mixture
"After Tiger Woods’ car crash in February 2021, former U.S. President Donald Trump released a statement through a spokesperson that said, “Get well soon, Tiger. You are a true champion!",true
President Joe Biden said that minorities don't know how to register online for vaccines,mixture
Rescue crews used the Jaws of Life to extricate Tiger Woods after a February 2021 vehicle crash,false
The U.S. Department of Energy blocked a request from Texas officials to suspend environmental obligations in order to maximize power generation during a February 2021 winter storm,false
Golf champion Tiger Woods has had other vehicle crashes prior to the one in late February 2021,true
A pair of hoaxsters once led hundreds of gullible New Yorkers into participating in a scheme to saw Manhattan Island in half,false
"Introduced in January 2021 as a bill in the U.S. House of Representatives, the “No Glory for Hate Act” would prevent former President Donald Trump from being buried at Arlington National Cemetery",mostly-true
"A $380 million deal to sell TGI Fridays that was announced in 2019 was canceled on March 31, 2020, because of the oncoming COVID-19 pandemic",true
"The Oregon Department of Education (ODE) told teachers that asking students to ""show their work"" in math class is a form of white supremacy",mixture
A king penguin with highlighter yellow-hued feathers was photographed on a remote beach on South Georgia island in February 2021.,true
Utility workers responding to a gas leak in a Tennessee home in late February 2021 found a mother bear and her three cubs denned in the crawl space.,true
The winter storm in Texas in February 2021 featured government-manufactured snow.,false
"Coca-Cola's diversity, equity, and inclusion training contained slides which read ""Try to be less white.",mixture
A new movie starring Tom Hanks was dominating Netflix in February 2021,mixture
A newspaper published an Associated Press article about Julia Roberts with an altered headline that carried sexual connotations,true
Wearing socks to bed can help cool down the human body faster and potentially aid sleep,mostly-true
First lady Jill Biden was a teenager working as the Biden family babysitter when she started dating President Joe Biden.,false
ABC News anchor David Muir is married,false
"In response to the Texas blackouts, the White House made a misguided attempt at doggo humor in a tweet purporting to speak in the voice of President Joe Biden's dog Champ.",false
A photo of a large indoor icicle was taken during the Texas blackout in February 2021.,false
The deepest hole on Earth was sealed after finding a fossil that is 2 billion years old.,mixture
"A pack of stray dogs in Russia was turned blue after coming into contact with chemical waste, namely copper sulphate, near a now-defunct petrochemical company.",unproven
An image shows a genuine sunset from the surface of Mars.,true
A photograph used in an online advertisement in February 2021 showed Pat Sajak posing with his daughter,miscaptioned
A photograph shows an island that looks like a penis,true
"U.S. Sen. Ted Cruz left his dog at home alone when he traveled with his family to Cancun, Mexico, in February 2021.",mixture
U.S. Rep. Marjorie Taylor Greene's husband is a familiar celebrity and appeared in an article on Definition.org,false
Barbara Bush broke her leg in a sledding accident involving actor Arnold Schwarzenegger and her husband President George H.W. Bush in 1991,mixture
"A photograph shows ""the shortest, fattest, and tallest men in Europe"" playing cards in 1919.",mixture
A picture shows a 65-year-old man who had 42 pounds worth of bowel movements after using the FloraSpring weight loss supplement,miscaptioned
China owns the animation studio DreamWorks.,false
Katie Couric is married to Matt Lauer,false
A petition that circulated in mid-February 2021 sought the withdrawal of a so-called “disgusting and off-putting” Cadbury egg advertisement featuring a same-sex couple.,true
"On Feb. 16, 2021, U.S. President Joe Biden falsely claimed a COVID-19 vaccine did not exist when he began his term",mixture
"U.S. President Joe Biden signed an executive order giving China access to or control over the U.S. power grid system, causing the Texas power outage of February 2021",false
"NASA shared a 26-second video featuring audio recorded on the surface of Mars by the space agency's Perseverance Rover on Feb. 19, 2021",mixture
"U.S. Sen. Ted Cruz released a fundraising request saying that ""liberal cancel culture"" forced him to cancel his trip to Cancún, Mexico.",false
"In Sept. 2016, Ted Cruz tweeted, “I’ll believe in climate change when Texas freezes over.",false
Images show a snow-covered road in Texas next to a snowplowed road in Arkansas during a February 2021 winter storm,true
"As cold weather pushed through Germany in February 2021, a “total collapse” in wind and solar energy left Germans in need of coal-fired energy.",mostly-false
"The phrase ""blow smoke up your ass"" comes from a pre-modern medical practice in which tobacco smoke is literally blown up a patient's ass",mostly-false
"Tim Boyd, the mayor of Colorado City, Texas, wrote, ""Only the strong will survive and the weak will parish [sic]"" in a Facebook post about the February 2021 winter storm",correct-attribution
"In Februrary 2021, the Centers for Disease Control and Prevention (CDC) advised U.S. travelers to “avoid all travel to Mexico.",true
"In February 2021, Facebook banned its own page while implementing an initiative to ban all news publications on its Australian platform",mixture
A viral meme used actual headlines and verbiage pulled from news coverage of the February 2021 death of Rush Limbaugh and the 2019 death of Islamic State group leader Abu Bakr al-Baghdadi to make a point about media bias.,true
Wind turbines can function properly in extremely cold locations such as Antarctic,true
"In an episode of ""The Simpsons,"" Mayor Quimby says he is canceling a trip to the Bahamas while he's in the Bahamas, because of an ongoing epidemic.",true
Frozen wind turbines played a major role in Texas power outages as unusually harsh winter storms covered the region in snow and ice in February 2021.,mostly-false
"On Feb. 17, 2021, amid a winter storm crisis in Texas, that state's U.S. Sen. Ted Cruz took a trip to Cancun, Mexico",true
"Author Mark Twain once said: ""I have never wished a man dead, but I have read some obituaries with great pleasure.",misattributed
"Donald Trump, Jr. called conservative radio host and commentator Rush Limbaugh a ""true American icon.",correct-attribution
"While opining on the topic of gay marriage, Rush Limbaugh said “Marriage is about raising children. That’s the purpose of the institution.",mostly-true
"Former U.S. Vice President Mike Pence said ""America lost a Giant"" in reference to radio host Rush Limbaugh's passing",correct-attribution
"Rush Limbaugh said in February 2020: ""Yeah, I'm dead right on this. The coronavirus is the common cold, folks.",correct-attribution
"After publicly announcing his cancer diagnosis in February 2020, Rush Limbaugh retired from the ""Rush Limbaugh Show.",false
"Rush Limbaugh once said, “Liberals measure compassion by how many people are given welfare. Conservatives measure compassion by how many people no longer need it.",correct-attribution
"In late December 2020 and early January 2021, President-elect Joe Biden and Georgia U.S. Senate candidates Jon Ossoff and Raphael Warnock misled the public with claims that winning both Georgia races would allow the immediate passage of ""$2,000 checks"" for COVID-19 relief.",mostly-false
"Radio host Rush Limbaugh had an ""AIDS Update"" segment that mocked the deaths of gay people.",true
Rush Limbaugh was a smoker,true
"Radio host Rush Limbaugh penned an open letter thanking U.S. President Donald Trump that began: ""My days on earth are numbered.",misattributed
"The term ""sea shanty,"" referring to traditional sailing work songs, is a misspelling of the term ""sea chanty.",false
"During protests over the police in-custody death of George Floyd in the summer of 2020, Kamala Harris donated money to a Minnesota nonprofit that helped protesters who were arrested get out of jail and break more laws",mostly-false
"A photograph shows the ""USS Al Gore"" global warming research vessel frozen in ice.",miscaptioned
"A video shows a ""fireball"" surging across a power line in Kenner, Louisiana.",true
"Elvis Presley’s maternal great-great-grandmother, Nancy J. Burdine, was Jewish.",true
A passage about souls being led to Hell by their fear of disease was taken from a work by C.S. Lewis,misattributed
A cop car's dashcam captured footage of a handcuffed man saving a choking police officer's life.,unproven
"The candy bar ""Payday"" is having its name changed because it is offensive to people without jobs.",false
"In 1975, then-U.S. Sen. Joe Biden blocked aid to South Vietnam and did not allow admittance of Vietnamese refugees into the United States",mostly-false
"Sandra Bullock's son ""finally confirmed the [unspecified] rumors.",false
"After only 10 days in office, Joe Biden sent the United States ""back 50 years"" on its progress toward energy independence.",mostly-false
U.S. Vice President Kamala Harris announced plans to cut funding to the Veterans Administration (VA) by shuttering VA facilities,labeled-satire
Finding a water bottle on the hood of your car indicates you are in danger of abduction,false
"A photo shared to Twitter on Feb. 13, 2021, documented a human-sized “lion mane mushroom growing in a swamp.”",miscaptioned
"""Home Improvement"" actor Richard Karn died at the age of 69 in 2020",labeled-satire
"In mid-February 2021, the Los Angeles Police Department announced an investigation into reports that officers were passing around a photo of George Floyd with the caption, “You take my breath away.",true
U.S. Reps. Alexandria Ocasio-Cortez and Ilhan Omar are teaming up to ban the Pledge of Allegiance,labeled-satire
McDonald's sells full-size chocolate and vanilla birthday cakes,true
"Evidence exists that some early seafarers and colonial explorers may have mistaken manatees for the mythical half-fish, half-human creatures known as mermaids",true
"A 2021 Presidents Day auction was selling, among other things, actual hair from former President George Washington and a Harvard sweater that belonged to John F. Kennedy.",true
A video shows a large chunk of the White Cliffs of Dover falling into the sea.,true
A garden in the U.K. has been dedicated exclusively to plants that are deadly and can kill you.,true
"The ""most loved line"" in the 1974 movie ""Blazing Saddles"" was ""a mistake.""",false
A picture shows a massive tsunami headed for a crowded beach,false
Actor Sean Penn (born 1960) is the son-in-law of Actor Vincent D'Onofrio (Born 1959),true
"Florida Gov. Ron DeSantis reacted to possible COVID-19 travel restrictions by telling U.S. President Joe Biden, ""Go fuck yourself"" during a February 2021 conference call",false
"A Chicago man is using frozen pants to call ""dibs"" on snow-cleared parking spots",mixture
"A photograph shows Madam C.J. Walker, the first woman to become a millionaire in the United States.",mostly-true
"Walgreens is ""closing forever in 2021.",false
Scientists have agreed on the worst fast food chain,false
"U.S. President Joe Biden pardoned 2,617 Black Lives Matter protesters",labeled-satire
Putting a ziplock bag over a car mirror has a legitimate purpose,true
"Under former U.S. President Donald Trump, Congress passed a law that gives outgoing presidential administrations control of American armed forces after Inauguration Day, for up to 60 days",false
A Domino's pizza restaurant in Ethiopia was forced to mount an armed defense against an attack from pirates,labeled-satire
"U.S. Sen. Ted Cruz said in 2016 that ""Trump has a consistent pattern of inciting violence.""",correct-attribution
The nursery rhyme “The Muffin Man” was inspired by a real 16th-century serial killer.,unproven
The ride-hailing company Lyft provides users free rides to job interviews.,mostly-true
"A video shows Slenderman lurking in the background of the animated movie ""How To Train Your Dragon.",false
"An image of ""Slenderman"" can be glimpsed in the 1991 Disney movie ""Beauty and the Beast.",false
"Financial adviser and radio host Dave Ramsey said he ""doesn't believe"" in stimulus checks to Americans because if you needed the money, ""you were pretty much screwed already.",correct-attribution
"Zoom allows hosts of meetings, such as educators, to hear participants whose microphones are turned off",false
"MyPillow CEO Mike Lindell blamed ""antifa temptresses"" for the Jan. 6, 2021 attack on the U.S. Capitol",labeled-satire
"U.S. Sen. Ted Cruz messed up when he attributed the famous phrase ""full of sound and fury / signifying nothing"" to William Shakespeare.",false
"Photographs show a guitar made from part of a skeleton dubbed a ""skelecaster.",unproven
U.S. President Joe Biden revoked $250 million in funding for Historically Black Colleges and Universities pledged by former President Donald Trump,false
"For Valentine’s Day 2021, Lexington Humane Society in Kentucky is raising donations by writing the names of donor’s exes in a litter box for a cat to poop on.",true
"In early 2021, California Assembly Member Cristina Garcia published legislation to include ""stealthing"" under the definition of sexual battery in the state's civil code",true
"Images show coverage of former U.S. President Donald Trump's second impeachment trial on Nickelodeon, a television network for children.",mostly-false
"In a video displayed during U.S. President Donald Trump's second impeachment trial on Feb. 9, 2021, House Democrats did not show footage of Trump telling supporters on Jan. 6 to ""peacefully and patriotically make your voices heard.",true
COVID-19 vaccines are for sale on the dark web.,mostly-false
"A maternity department at a U.K. hospital announced in February 2021 that it was expanding terms it used in maternity care to include, for example, ""chestfeeding"" and ""pregnant people,"" in order to be more inclusive of trans and nonbinary patients",true
The U.S. Coast Guard rescued three people after they had been stranded for 33 days on a deserted Bahamian island,true
"Winston Churchill once said or wrote, ""Any people with contempt for their heritage have lost faith in themselves and no nation can long survive without pride in its traditions.",misattributed
"During a lunch with leaders of the Hillsdale County Republican Party held on Feb. 3, 2021, Michigan state Senate Majority Leader Mike Shirkey suggested that the Jan. 6 riot at the U.S. Capitol was a “hoax.”",correct-attribution
Costco closed stores across the U.S. in February 2021,false
"The Tampa Bay Buccaneers, Super Bowl LV champions, refused an invite to the White House by U.S. President Joe Biden",labeled-satire
A photograph shows U.S. President Joe Biden on a movie set designed to look like the Oval Office,miscaptioned
A water treatment plant in Florida reported that it was successfully taken over by someone who attempted to alter chemical levels in the public water supply.,true
"In Britney Spears' 1998 hit song ""... Baby One More Time,"" the line beginning ""my loneliness is killing me"" was an English translation of ""ma solitude me tue, j’avoue que je continue de croire"" in French author Alexandre Dumas' novel, ""The Count of Monte Cristo.",false
Manatees regulate their in-water buoyancy through flatulence.,true
U.S. President Warren G. Harding wagered and lost White House china in a poker game,unproven
A woman is seeking medical help and suing the manufacturer after she sprayed Gorilla Glue in her hair,mixture
"Former U.S. President Donald Trump said that he would testify during his second impeachment trial if could to travel to Washington, D.C., on Air Force One.",false
Jessica Biel served in the U.S. Armed Forces,false
"After Super Bowl LV on Feb. 7, 2021, Disney has paid Tom Brady to say a version of ""I'm going to Disney World"" or ""I'm going to Disneyland"" four times — the most of any professional athlete",true
"The website Learnitwise revealed ""the truth"" about Costco's Kirkland meat products",false
The U.S. president will send a “letter of congratulations” or birthday greeting card to Americans who turn 100 years old.,mostly-true
"The 2021 Super Bowl ""streaker"" won $374,000 after placing a $50,000 prop bet that someone would streak during the game.",mostly-false
"Keanu Reeves once said or wrote, ""I don't care how much you don't like me. The last time I checked, the road to heaven wasn't through your yard.",unproven
"The phrase ""cracker barrel"" — as in the name of the Cracker Barrel restaurant chain — refers to a barrel that was used to hold whips for sale in country stores.",mostly-false
"Proud Boys founder Gavin McInnes said inspiration for the group’s name came from “Proud of Your Boy,” a song from the stage musical ""Aladdin.",correct-attribution
The website Definition.org revealed that Adam Sandler was a Trump supporter,false
A dentist is capable of determining if you have performed fellatio,mostly-false
U.S. Rep. Alexandria Ocasio-Cortez was married with a husband in early February 2021,false
"A video shows the name ""Satan"" flashing on screen during The Weeknd's Super Bowl halftime show in 2021.",miscaptioned
"Room rates at Donald Trump's Washington, D.C., hotel spiked dramatically for March 4, 2021 — the date on which some conspiracy theorists believe he will be inaugurated again",mostly-true
A website revealed that CNN journalist Kaitlan Collins lives in an insane mansion,false
"In January 2021, Juli Briskman, a Democrat from Virginia who once flipped off President Donald Trump's motorcade, was elected to office in a jurisdiction where one of his golf clubs is located.",true
Two moons were spotted over Dubai in February 2021.,miscaptioned
"U.S. President Joe Biden and first lady Jill Biden were booed during their pre-recorded statement that aired just before the Super Bowl game on Feb. 7, 2021",unproven
U.S. Vice President Kamala Harris threatened to use 'federal law enforcement and the military ... against Trumpers,false
Tampa Bay Buccaneers quarterback Tom Brady received a private jet as a gift,false
"OANN published a lengthy disclaimer before the start of My Pillow CEO Mike Lindell's election fraud conspiracy theory video ""Absolute Proof,"" stating that the claims expressed within should be taken as opinions, not facts.",true
"U.S. President Joe Biden's Jan. 20, 2021, executive order to halt construction of the Keystone XL pipeline ""destroyed"" 11,000 jobs",mixture
"In late January 2021, archaeologists excavating a burial site in Egypt announced they had unearthed mummies with golden tongues.",true
" In 1926, scientist and inventor Nikola Tesla described a future ""when wireless is perfectly applied the whole earth"" in a way that allows humans ""to communicate with one another instantly irrespective of distance"" with the clarity of a face-to-face meeting using a device that ""will fit in our vest pockets.""",correct-attribution
"While in Mar-a-Lago, former U.S. President Donald Trump participated in a video conference with the American military to plan a coup so he could retake the White House",miscaptioned
"A TikTok video shows a crowd yelling ""pack yo shit"" at the Trump family",false
U.S. President Joe Biden has a speech impediment,true
President Joe Biden signed an executive order in 2021 allowing the U.S. to fund abortions abroad,false
"On Joe Biden's first trip home to Delaware as President, the plane he flew was not Air Force One, proving Donald Trump remains President",false
"Pat Sajak died, and his net worth left his family in tears",false
"Big Bird from ""Sesame Street"" has ""cousins"" around the world who are orange, blue, green, and yellow",true
U.S. President Joe Biden announced plans to defund the Department of Veteran Affairs,labeled-satire
"Colin McGregor, the brother of actor Ewan McGregor (who played Obi-Wan Kenobi), used the call sign ""Obi-Two"" in the Royal Air Force.",unproven
"An image showed former U.S. President Donald Trump canceled his Costco membership in a letter dated Feb. 4, 2021",false
A New Zealand woman was sentenced to a year of “intensive supervision” after attempting to smuggle 947 succulents and cacti strapped to her body in 2019.,true
"A picture shows a silver-colored and heavily armored ""2021 Dodge Ram"" pickup truck, a dramatic departure from previous designs",miscaptioned
"An online advertisement revealed a continuity mistake in ""My Cousin Vinny.",true
One of two FBI agents killed while serving a search warrant in an investigation into violent crimes against children was the top agent in an investigation into child pornography found on Hunter Biden's laptop,false
"Netflix canceled ""Cobra Kai"" after season 3 was released, effective immediately",false
"While U.S. Rep. Marjorie Taylor Greene was in high school, one of her fellow students held hostages at gunpoint, giving her firsthand experience of ""the fear"" associated with gun violence",mostly-true
"The government of Frostproof, Florida, approved a proposal to declare Feb. 1 through Feb. 6 as ""Donald J. Trump week.",true
"In 2003, the U.S Congress renamed french fries sold in their cafeterias to “freedom fries” after France expressed opposition to the U.S.-led invasion of Iraq.",true
"A screenshot taken from TV coverage of a White House news conference displays a chyron accurately stating that the Biden administration had told pipeline workers, ""You can find another job.",mixture
"The Onion published a satirical article warning that removing U.S. Rep. Marjorie Taylor Greene from committee assignments would leave her with more free time, shortly before Greene commented that being removed from committee assignments had given her more free time",true
"On Feb. 1, 2021, nearly a dozen Iranian citizens were arrested after attempting to illegally cross into the United States from Mexico",true
"In a Feb. 4, 2021, letter resigning from the Screen Actors Guild (SAG-AFTRA), a union for film and television performers, former U.S. President Donald Trump signed his name as “President Donald J. Trump.",true
"In 1976, McDonald's advertised the Filet-O-Fish using a character called ""Phil A. O'Fish.",true
Andrew Yang said that New York City should just be called York because there isn't an Old York.,false
"McDonald's has ""permanently banned"" the ""McFish"" sandwich from their U.S. menus",false
KFC's main Twitter account honored Black History Month using an image of fried chicken casting a shadow in the shape of a Black power fist,mostly-false
Girl Scout Troop 6000 is a troop specially designed to serve girls living in the New York shelter system whose families are experiencing homelessness.,true
Some plastic straw alternatives may contain a gluten byproduct that could be harmful to people diagnosed with celiac disease.,mixture
"A photograph shows a Black man named Willie ""Whoopass"" Johnson hitting a Klansman.",miscaptioned
"The Chicago house that was used for exterior establishing shots on ""Family Matters"" was demolished and replaced by gray condominiums",true
U.S. President Joe Biden rolled out a plan to administer COVID-19 immunizations to detainees held at the Guantanamo Bay prison camp in Cuba before many Americans had received their first dose.,mixture
"U.S. House Speaker Nancy Pelosi's office published a news release referring to House Minority Leader Kevin McCarthy's political affiliation as ""Q-CA"" in reference to the QAnon conspiracy movement",correct-attribution
"A photograph shared widely online in February 2021 showed actors Michael J. Fox and Christopher Lloyd, together, 35 years after the release of ""Back to the Future.",true
U.S. Rep. Lauren Boebert received her GED diploma a few months before being winning election,true
"Dutch scientists literally created glow-in-the-dark trees by inserting genetic material from fireflies, making them ""eco-friendly outdoor nightlights.""",false
"Pressing a specific sequence of buttons on a Roku player remote control makes a ""secret screen"" appear",true
A Tennessee principal apologized after backlash to her decision to make “All Lives Matter” the school’s theme for Black History Month in February 2021.,true
"On Jan. 4, 2021, two days before Trump supporters rioted in the U.S. Capitol, former acting Defense Secretary Christopher Miller issued a memo that ""disarmed"" D.C. National Guard",mixture
