News,Rating
An image shared on Facebook purportedly shows the word “Satan” being displayed on a screen during The Weeknd’s Super Bowl LV performance.,False
An image shared on Facebook claims to show former Secretary of State Hillary Clinton wearing an ankle monitor.,False
An image shared on Facebook purportedly shows President Joe Biden asleep while in the Oval Office.,False
A video shared on Instagram allegedly shows Nigerian students jumping from the second floor of a school building to avoid receiving a school-mandated COVID-19 vaccine.,False
An image shared on Facebook purportedly shows one of nine parents who reunited with their children on Feb. 3 after being separated at the border by the Trump administration.,False
A post shared on Facebook claims the Walton family has sold Walmart to a group of Chinese investors for $535 billion.,False
"My Pillow CEO Mike Lindell on Friday released a two-hour special, titled “Absolute Proof,” that contains multiple claims about election fraud. It aired on One America News Network with a lengthy disclaimer that Lindell “purchased the airtime” and that the program “is not the product of OAN’s reporting.” It has also been shared on social media.","“What we proved, Mike, we showed that the state had deleted the ballot images,” said Dr. Shiva Ayyudarai."
A viral Facebook post claims the World Health Organization (WHO) stated in late January that wearing face masks is no longer necessary.,False
"An image shared on Facebook purportedly shows Dr. Rachel Levine, President Joe Biden’s nominee for assistant secretary of health, tweeting “thank you” to Vanity Fair for featuring her on a magazine cover.",False
An image shared on Facebook allegedly shows Democratic protesters that “stormed the U.S. Capitol in 2018” during Supreme Court Justice Brett Kavanaugh’s confirmation.,False
An image shared on Facebook purportedly shows a U.K. Cabinet Office message to the country’s government ministers instructing them how to destroy businesses.,False
A video shared on Facebook allegedly shows Thailand’s health minister crying while receiving a COVID-19 vaccine injection.,False
"An image shared on Facebook over 1,000 times allegedly shows all the lights off at the White House for the 10th consecutive night following President Joe Biden’s inauguration.",False
An image shared on Facebook purportedly shows former President Donald Trump speaking to members of the U.S. military in January 2021.,False
"An image shared on Facebook over 1,300 times claims to show Dr. Rachel Levine with her family.",False
A viral Facebook post attributes to conservative radio host Rush Limbaugh an open letter thanking former President Donald Trump “for the last four years.”,False
A viral Facebook post shared over 600 times claims Myanmar used Dominion Voting Systems for its November 2020 election.,False
An image shared on Facebook purportedly shows a CNN article reporting that the Biden administration lowered the age of consent to eight years old.,False
An image shared on Facebook attributes to ancient Roman statesman Marcus Tullius Cicero a list of nine observations about Roman society that he allegedly wrote in 43 B.C.,False
An image shared on Facebook allegedly shows the clothing retailer H&M selling a “Koolest Kid in the Klan” sweatshirt on its website.,False
A video shared on Facebook claims Microsoft cofounder Bill Gates said that 3 billion people need to die.,False
"An image shared on Facebook allegedly shows a CNN Business article with a headline that reads, “White Supremacist Internet Gamers buy Gamestop stocks to purposefully bankrupt Jewish Hedge Fund on International Holocaust Remembrance Day.”",False
A post shared on Facebook claims President Joe Biden signed blank executive orders.,False
An image shared on Facebook claims the late Major League Baseball (MLB) legend Hank Aaron was killed by the COVID-19 vaccine.,False
A post shared on Facebook claims to show a statement from Republican Ohio Rep. Jim Jordan about former President Donald Trump’s second impeachment.,False
An image shared on Facebook claims President Joe Biden started a physical relationship with First Lady Jill Biden while she was his “teenage baby sitter” and his first wife was hospitalized.,False
A video shared on Facebook purportedly shows a “massive deployment” of Navy ships off the U.S. coast.,False
An image shared on Facebook claims Vice President Kamala Harris said that supporters of former President Donald Trump will “beg” her for a “loaf of bread” after she “take[s] the reigns (sic).”,False
An image shared on Facebook claims to show a “Chinese handler” for President Joe Biden wearing a pin of the Chinese Communist Party.,False
An image shared on Facebook claims to show a Fox News article reporting the Biden administration plans to “confiscate farm equipment.”,False
An image shared on Facebook claims to show a 2011 email from former Secretary of State Hillary Clinton to former President Barack Obama in which she discusses “the pizza arrangement” and “hotdogs.”,False
"An image shared on Facebook purportedly shows an article reporting that Defense Secretary Lloyd Austin is considering “defunding, maybe disbanding” the U.S. Army.",False
A post shared on Facebook claims President Joe Biden signed an executive order to tear down the U.S.-Mexico border wall.,False
An image shared on Facebook purportedly shows two people fumigating the Oval Office ahead of President Joe Biden’s arrival.,False
"An image shared on Facebook allegedly shows a chyron on Fox News that reads, “Joe Biden Has Been President For Nine Hours And 400,000 Americans Are Dead.”",False
An image shared on Facebook allegedly shows President Joe Biden and former Secretary of State Hillary Clinton forgoing face masks in private during the COVID-19 pandemic.,False
"A tweet claims former President Donald Trump pardoned former Oklahoma zookeeper Joseph Maldonado-Passage, also known as “Joe Exotic.”",False
An image shared on Facebook claims Vice President Kamala Harris was sworn into office with her hand placed on a purse on top of a Bible.,False
"A video shared on Facebook purportedly shows several helicopters flying over Washington, D.C. on Jan. 15 in preparation for President Joe Biden’s inauguration.",False
"An image shared on Facebook purportedly shows a syndicated Associated Press article reporting that Dr. Rachel Levine, the Pennsylvania secretary of health, said she would make “hostile misgendering” a mental illness under new health guidelines.",False
"An image shared on Facebook purportedly shows a letter former President Donald Trump left for President Joe Biden that reads, “Joe, you know I won.”",False
"A YouTube video shared on Facebook purportedly shows former President Donald Trump greeting National Guard members in Washington, D.C., in January 2021.",False
A video shared on Facebook purportedly shows a military band playing the song “Hit the Road Jack” outside the White House.,False
A post shared on Facebook claims House Speaker Nancy Pelosi’s chief of staff is the CEO of election technology firm Dominion Voting Systems.,False
"An image shared on Facebook purportedly shows a tweet from CBS News that reads, “Florida man, 37, arrested for kidnapping 27 people and forcing them to play Yahtzee for 36 hours straight.”",False
"An Instagram post claims President-elect Joe Biden’s inauguration has been canceled, President Donald Trump will remain in office and major news networks are set to lose their broadcasting licenses. Trump has invoked the Insurrection Act, it also claims.",False
"An image shared on Facebook purportedly shows health care workers holding a sheet that reads in part, “Jesus stops this virus.”",False
"A post shared on Facebook attributes to former Livermore, California, Mayor Marshall Kamena a lengthy essay explaining President Donald Trump’s “popularity and success.”",False
"A viral Facebook post shared over 500 times claims Gen. David Berger, commandant of the U.S. Marine Corps, refused House Speaker Nancy Pelosi’s request for 5,000 troops to help “safeguard Biden’s Jan. 20 inauguration from Trump supporters and insurrectionists.”",False
An image shared on Facebook purportedly shows a CNN correction about mistaking a Dorito chip for a QAnon pin on Republican Texas Sen. Ted Cruz’s suit.,False
An image shared on Facebook claims Democratic New York Rep. Alexandria Ocasio-Cortez tweeted that someone stole shoes from her office during the Capitol riot.,False
A post shared on Facebook over 250 times claims Italian President Sergio Mattarella has been arrested.,False
An image shared on Facebook claims Apple is disabling the emergency broadcast system on iPhones in its latest software update.,False
An image shared on Facebook and Twitter purportedly shows young people preventing a police officer from stealing a ballot box during Uganda’s 2021 presidential election.,False
A video shared on Facebook purportedly shows two rioters being arrested in an airport when they returned home after the Jan. 6 storming of the U.S. Capitol.,False
An image shared on Facebook purportedly shows a Lego “Capitol Invasion” toy set that was released two months before the Jan. 6 Capitol riot.,False
"An image shared on Facebook purportedly shows Democratic Reps. Rashida Tlaib, Ilhan Omar and Alexandria Ocasio-Cortez wearing clothing that features stars arranged in the shape of swastikas.",False
An image shared on Facebook purportedly shows a National Geographic magazine cover that features an Indian farmer wearing a green turban.,False
An image shared on Facebook purportedly shows a tweet from former President Barack Obama in which he seemingly pokes fun at President Donald Trump’s suspension from the platform.,False
"A video shared on Facebook over 49,000 times allegedly shows a man reacting to getting placed on the federal no-fly list for being recognized at the Capitol riot.",False
An image shared on Facebook claims Democratic New York Rep. Alexandria Ocasio-Cortez tweeted that it is time to “roundup all Conservative traitors.”,False
An image shared on Facebook over 170 times claims President Donald Trump recently invoked the Insurrection Act.,False
A video shared on Facebook purportedly shows a Batman impersonator arriving at the U.S. Capitol building during the Jan. 6 riot.,False
An image shared on Facebook claims Pope Francis was indicted on 80 counts including human trafficking and fraud.,False
"A post shared on Facebook claims radio host Dave Ramsey authored a long statement which says in part, “We have become a nation that has lost its collective mind.”",False
An image shared on Facebook purportedly shows a letter House Speaker Nancy Pelosi sent to Portland Mayor Ted Wheeler that tells him to “stick to the proven Democratic Play book.”,False
An image shared on Facebook claims the restaurant chain Olive Garden revoked Fox News host Sean Hannity’s Lifetime Pasta Pass following the Jan. 6 storming of the U.S. Capitol.,False
A viral Facebook post shared over 800 times claims the FBI confirmed that antifa activists on Jan. 6 breached the U.S. Capitol rather than supporters of President Donald Trump.,False
An image shared on Facebook claims National Public Radio (NPR) published a headline about Trump supporters storming the U.S. Capitol before the incident occurred.,False
"An image shared on Facebook purportedly shows a photo of supporters of President Donald Trump protesting on Jan. 5 in Washington, D.C.",False
"An image shared on Facebook claims Vice President Mike Pence resigned Dec. 31, 2020.",False
"An image shared on Facebook purportedly shows CNN airing a chyron that reads, “Antifa Has Just Taken Responsiblitly (sic) For Storming Capital (sic) Hill.”",False
An image shared on Facebook claims “The Simpsons” predicted that a shirtless man wearing a horned fur hat would storm the U.S. Capitol.,False
An image shared on Facebook claims Vice President Mike Pence recently changed his Twitter cover photo to one of President-elect Joe Biden and Vice President-elect Kamala Harris.,False
An image shared on Facebook purportedly shows “photographic evidence” that a man pictured inside the U.S. Capitol is a member of antifa.,False
"An image shared on Facebook claims 19 female bodies, possibly the victims of a serial killer, were discovered in Portland, Oregon.",False
An image shared on Facebook claims a facial recognition firm alleged that members of antifa infiltrated the Trump supporters that stormed the U.S. Capitol.,False
An image shared on Facebook purportedly shows a tweet from House Speaker Nancy Pelosi saying “White Nationalists” vandalized her home.,False
An image shared on Facebook purportedly shows shredded ballots that were found in Georgia during the two Senate runoff elections.,False
A viral Facebook post claims an audit of Dominion Voting Systems machines in Nevada showed a 70 percent error rate.,False
"An image shared on Facebook purportedly shows supporters of President Donald Trump gathered on Jan. 5 in Washington, D.C.",False
Posts shared on Facebook claim the man pictured wearing a fur hat with horns in the U.S. Capitol on Wednesday is a member of antifa.,False
"A viral Facebook post claims counterfeit ballots were found at a warehouse in Fulton County, Georgia.",False
A viral Facebook post claims a Dominion Voting Systems machine was hacked on live television last week.,False
"An image shared on Facebook purportedly shows a massive crowd on the National Mall in Washington, D.C., on Jan. 5.",False
"A tweet claims Margaret Keenan, the first U.K. recipient of the Pfizer-BioNTech COVID-19 vaccine outside a clinical trial, wore the same clothes while receiving the second dose of the vaccine as she wore while receiving the first dose.",False
"Facebook posts claim an image shows people in vehicles heading to Washington, D.C., for Jan. 6 protests against the 2020 presidential election results.",False
An image shared on Facebook purportedly shows an article from an Atlanta-based Fox News affiliate reporting that President-elect Joe Biden resigned from the position.,False
"An image shared on Facebook purportedly shows a caravan of supporters of President Donald Trump driving from California to Washington, D.C., over the weekend.",False
An image shared on Facebook lists a number of achievements allegedly accomplished by President-elect Joe Biden.,False
"An image shared on Facebook claims Washington, D.C., Mayor Muriel Bowser has ordered all hotels, restaurants, grocery stores, convenience stores and gas stations to close Jan. 4 to Jan. 6 “to Discourage TRUMP supporters from gathering.”",False
Posts shared on Facebook and Twitter claim the technology company Microsoft has acquired its competitor Sony.,False
"A post shared on Facebook claims former Secretary of State Colin Powell said of former National Security Advisor Michael Flynn, “Were I the Secretary of Defense, I’d call him back to active duty — which is in the prerogative of the Secretary of Defense — and I’d court martial him.”",False
"An image shared on Facebook claims to show Anthony Quinn Warner, the suspected Nashville bomber, wearing a “Trump 2020” hat.",False
An image shared on Facebook claims Georgia Secretary of State Brad Raffensperger has a brother named Ron who works for the Chinese telecommunications company Huawei.,False
An image shared on Facebook claims the American Automobile Association (AAA) is offering free “Tipsy Tow” service to intoxicated people this New Year’s Eve and New Year’s Day.,False
"A post shared on Facebook attributes to Cornell University professor Dr. Robert Oswald a lengthy quote that states in part, “COVID-19 does not exist and is fictitious.”",False
"An image shared on Facebook purportedly shows CNN airing a chyron that reads, “Hospitals On Lockdown As First COVID Vaccine Patients Start Eating Other Patients.”",False
A post shared on Facebook claims 14 U.S. generals said they will never take orders from President-elect Joe Biden.,False
"Twitter users claim surveillance video shows the Dec. 25 explosion in Nashville, Tennessee was caused by a missile strike.",False
Social media posts claim AT&T received a contract to conduct an audit of voting machines from the election technology firm Dominion Voting Systems.,False
A post shared on Facebook claims the $2.3 trillion pandemic aid and government spending package includes pay raises for members of Congress.,False
An Instagram post claims Congress hid language that “nullifies” the Insurrection Act in the $2.3 trillion pandemic aid and government spending package.,False
A video shared on Facebook purportedly shows Jupiter and Saturn’s recent “great conjunction” occurring over the coast of Chile.,False
An image shared on Facebook purportedly shows Canadian Prime Minister Justin Trudeau attending a sit-in protest in support of Indian farmers against a new agriculture law.,False
An image shared on Facebook claims President-elect Joe Biden nominated writer and activist Charlotte Clymer to serve as the U.S. secretary of education.,False
An image shared on Facebook purportedly shows Vice President Mike Pence receiving his first dose of the COVID-19 vaccine with the cap covering the needle.,False
An image shared on Facebook purportedly shows a translated excerpt from a Prague newspaper article calling supporters of President-elect Joe Biden a “multitude of fools.”,False
"An image shared on Facebook purportedly shows a tweet from the Centers for Disease Control and Prevention (CDC) that states, “It is more ethical to shoplift and leave the store to prevent the spread of COVID-19 than it is to wait in line and pay.”",False
"An image shared on Facebook claims that former President Barack Obama and President-elect Joe Biden sent tweets advocating for the freedom of Bobi Wine, a presidential candidate in Uganda.",False
An image shared on Facebook over 700 times purportedly shows a Dec. 18 protest against COVID-19 restrictions and financial institutions that took place in Paris.,False
An image shared on Facebook claims former Minneapolis police officer Derek Chauvin was killed in prison.,False
"An image shared on Facebook purportedly shows a tweet from President Donald Trump that reads in part, “Under the Insurrection Act I have declared Martial Law.”",False
"An image shared on Facebook claims former Georgia gubernatorial candidate Stacey Abrams said, “We don’t need farmers, when we have grocery stores.”",False
An image shared on Facebook purportedly shows a coronavirus vaccine “vaporizer cartridge” from the pharmaceutical company Pfizer.,False
"A viral Facebook post shared over 2,300 times claims President-elect Joe Biden’s sister is married to the owner of the election technology firm Dominion Voting Systems.",False
A post shared on Facebook claims only 20 people attended President-elect Joe Biden’s Dec. 15 rally for Democratic Senate candidates in Georgia.,False
"A post shared on Facebook claims Tiffany Dover, a Tennessee nurse manager who fainted after receiving her first COVID-19 vaccine dose, has died.",False
An image shared on Facebook purportedly shows Supreme Court Chief Justice John Roberts with the late convicted sex offender Jeffrey Epstein’s associate Ghislaine Maxwell.,False
An image shared on Facebook purportedly shows House Speaker Nancy Pelosi didn’t actually receive the COVID-19 vaccine because the orange cap remained on the needle.,False
"A post shared on Facebook claims James O’Sullivan, a Georgia Bureau of Investigation (GBI) special agent who died Dec. 14, was killed for investigating the 2020 election.",False
An image shared on Facebook purportedly shows Acting Secretary of Defense Chris Miller receiving a COVID-19 vaccine with a needle-less oral syringe.,False
An image shared on Facebook claims to show a “COVID-19 Winter Activity Restrictions” infographic from the Pennsylvania Department of Health.,False
An image shared on Facebook claims President Donald Trump’s reelection campaign put out a statement announcing that it will hold a presidential inauguration for Trump at Mar-A-Lago.,False
A post shared on Facebook claims Attorney General William Barr sits on the board of directors for Dominion Voting Systems.,False
A post shared on Facebook over 200 times claims a nurse in Alabama died shortly after receiving a COVID-19 vaccine.,False
An image shared on Facebook claims incoming Deputy Attorney General Richard Donoghue’s father was former President John F. Kennedy’s personal attorney.,False
An image shared on Facebook claims to show House Speaker Nancy Pelosi violating coronavirus safety guidelines by attending a party and not wearing a mask.,False
An image shared on Facebook claims Time Magazine named Chinese President Xi Jinping as “Person of the Year” alongside President-elect Joe Biden and Vice President-elect Kamala Harris.,False
"An image shared on Facebook over 2,000 times purportedly shows supporters of President Donald Trump demonstrating in Washington, D.C. on Dec. 12.",False
A post shared on Facebook claims the computer repair shop owner who allegedly brought forward a laptop owned by Hunter Biden has been found dead.,False
An image shared on Facebook claims the American Medical Association (AMA) rescinded its statement regarding the use of hydroxychloroquine for COVID-19 treatment.,False
"An image shared on Facebook claims Democratic Minnesota Sen. Amy Klobuchar liked a tweet seemingly making fun of former South Bend, Indiana, Mayor Pete Buttigieg.",False
"A post shared on Facebook claims that Vice President-elect Kamala Harris made a disparaging comment about Christmas, saying in part, “It’s a long-standing grievous error to allow Christians some kind of festival of superiority that’s forcibly pushed down the throats of others.”",False
An image shared on Facebook claims the Supreme Court signaled it would hear the lawsuit filed by Texas that sought to overturn presidential election results in four battleground states if the suit gets refiled as a “motion to file the bill of complaint” rather than a “motion for leave to file a bill of complaint.”,False
An image shared on Facebook purportedly shows the same nurse administering COVID-19 vaccines to the first patients in the U.K. at hospitals 200 miles apart on the same day.,False
An image shared on Facebook claims to show Vice President-elect Kamala Harris holding a marijuana cigarette while speaking into a microphone.,False
An image shared on Facebook claims the Centers for Disease Control and Prevention (CDC) will deliver groceries and cleaning products twice while someone quarantines.,False
An image shared on Facebook claims Pope Francis announced that receiving a COVID-19 vaccine will now be required to enter Heaven.,False
"An article shared on Facebook claims NASA announced that “the world will experience total darkness between December 16 – December 22, 2020.”",False
An image shared on Facebook purportedly shows a tweet from President Donald Trump that states he is “considering a FULL PARDON” for actor Bill Cosby.,False
An image shared on Facebook claims President-elect Joe Biden confirmed an “agenda to microchip the masses.”,False
A video shared on Facebook purportedly shows Chinese robots performing a ballroom dance routine.,False
A post shared on Facebook claims images of the first person in the U.K. to receive the Pfizer/BioNTech COVID-19 vaccine outside a clinical trial were published by CNN in October.,False
"An image shared on Facebook claims the CEO of the popular crowdfunding website GoFundMe said, “I run a website that hosts popularity contests where if you lose, you die.”",False
"An image shared on Facebook allegedly shows a tweet from former President Barack Obama which reads, “Today I am shamefull [sic] for a hand shake with this man… #Narenda Modi.”",False
"An image shared on Facebook claims a Pennsylvania judge “ruled that 200,349 absentee ballots in Allegheny County where the voter didn’t date their declaration are invalid.”",False
"A viral Facebook post claims Margaret Keenan, the first U.K. recipient of the Pfizer/BioNTech COVID-19 vaccine, is a crisis actor.",False
"A video shared on Facebook purportedly shows a Rothschild bank in Paris, France, lit on fire by protesters.",False
An image shared on Facebook allegedly shows a picture of BioNTech CEO Ugur Sahin as a child.,False
An image shared on Facebook purportedly shows former President Dwight Eisenhower’s antifa membership card.,False
President Donald Trump claimed on Wednesday that no presidential candidate who won both Ohio and Florida had ever lost the election.,False
"A post shared on Facebook claims Democratic New York Rep. Alexandria Ocasio-Cortez told Republicans and supporters of President Donald Trump, “You can either accept defeat and have unity with us Or you can have war.”",False
"An image shared on Facebook shows an alleged tweet from former New York City Mayor and President Donald Trump’s personal attorney Rudy Giuliani reading, “I think it’s highly likely that all these people that have contracted the China Virus got it from having sex with barnyard animals.”",False
Social media posts claim to show Republican Georgia Sen. Kelly Loeffler wearing a wire during a recent debate with Democratic challenger Raphael Warnock.,False
"An image shared on Facebook claims “any vaccine that needs to be shipped and stored at -80 degrees isn’t a vaccine,” but rather a transfection agent used for “genetic manipulation.”",False
An image shared on Facebook claims an abandoned school bus “filled with voting machines” was recently found in Arizona.,False
An image shared on Facebook purportedly shows Republican Georgia Sen. Kelly Loeffler’s house.,False
"An image shared on Facebook claims to show two Democratic Georgia state senators, Elena Parent and Jen Jordan, counting ballots for the 2020 election.",False
"A post shared on Facebook claims 3,000 ballots were recently found floating in Lake Erie off the coast of Pennsylvania.",False
An image shared on Facebook purportedly shows President-elect Joe Biden wearing a walking boot on his left foot instead of his right.,False
"An image shared on Facebook claims Malia Obama, the daughter of former President Barack Obama, was recently arrested.",False
"An image shared on Facebook claims Vice President-elect Kamala Harris tweeted, “We are shocked to see the Indian government’s suppression of farmers protesting new laws which will endanger their livelihood.”",False
An image shared on Facebook attributes a statement about “two Americas” to former college football coach Lou Holtz.,False
