News,Rating
An image shared on Facebook purportedly shows a jaguar being rescued from the Amazon wildfires.,False
"A post shared on Facebook said Irish playwright George Bernard Shaw once stated, “If you have an apple and I have an apple and we exchange these apples then you and I will still each have one apple. But if you have an idea and I have an idea and we exchange these ideas, each of us will have two ideas.”",False
"A meme shared more than 1,300 times on Facebook alleges that Massachusetts has banned vaping from the state’s safe injection sites.",False
"An image shared on Facebook claims that biologist Charles Darwin said, “The fact of evolution is the backbone of biology, and biology is thus in the peculiar position of being a science founded on an improved theory, is it then a science or faith?”",False
An image shared more than 730 times on Facebook purportedly shows trash strewn on the ground after a climate change protest in Chicago’s Hyde Park.,False
"An image shared on Facebook claims that Thomas Jefferson once said, “Freedom is lost gradually from an uninterested, uninformed and uninvolved people.”",False
"A post shared on Facebook claims that French philosopher Voltaire once stated, “To learn who rules over you, simply find out who you are not allowed to criticize.”",False
"An image shared on Facebook more than 5,000 times claims that Republican Vermont Gov. Phil Scott voted to impeach President Donald Trump.",False
"A Facebook post claims that former President Harry Truman once said, “If you want a friend in Washington, buy a dog.”",False
A Facebook post credits comedian Jeff Foxworthy with creating a series of statements distinguishing Republicans from Democrats.,False
"An image shared on Facebook claims that St. Francis of Assisi once staid, “He who works with his hands is a laborer. He who works with his hands and his head is a craftsman. He who works with his hands and his head and his heart is an artist.”",False
"A Facebook post claims that writer Mark Twain said, “It takes two years to learn to talk, and the rest of your life to control your mouth!”",False
An image shared on Facebook allegedly shows environmental activist Greta Thunberg posing with billionaire George Soros.,False
"A post shared on Facebook claims that Italian political philosopher Niccolò Machiavelli once stated, “Never attempt to win by force what can be won by deception.”",False
"A post shared on Facebook claims that founding father Thomas Jefferson once stated, “Eternal vigilance is the price of liberty.”",False
"An image shared on Facebook alleges that British Prime Minister Winston Churchill, once stated, “Diplomacy is the art of telling people go to hell in such a way that they ask for directions.”",False
"A post shared on Facebook alleges that psychiatrist Viktor Frankl once stated, “Between stimulus and response there is a space. In that space is our power to choose our response. In our response lies our growth and our freedom.”",False
A Facebook post claims that an 11-year-old Montana girl shot and killed two illegal immigrants during an attempted home invasion.,False
"A post shared on Facebook credits French military leader Napoleon Bonaparte with saying, “Religious wars are basically people killing each other over who has the better imaginary friend.”",False
"A Facebook post shared more than 2,000 times attributes a long statement defending prayer to news commentator Andy Rooney.",False
"A post shared on Facebook claims that founding father Thomas Jefferson once said, “If we are to guard against ignorance and remain free, it is the responsibility of every American to be informed.”",False
"A link shared on Facebook purportedly shows a CNN video with more than 635,000 views that announces actor Clint Eastwood has died from a heart attack while filming a commercial.",False
"A Facebook post alleges that former President Andrew Jackson once said, “One man with courage makes a majority.”",False
"A post shared on Facebook more than 1,200 times credits playwright William Shakespeare with saying, “Expectation is the root of all heartache.”",False
An image shared on Facebook more than 800 times purportedly shows six female Trump supporters wearing “I’m A Racist Bitch 2020” t-shirts.,False
"An image shared on Facebook more than 1,000 times allegedly shows the “Storm Area 51” crowd outside the highly classified Air Force base in Nevada.",False
An image shared more than 800 times on Facebook alleges that former Texas Rep. Beto O’Rourke has a criminal record that prevents him from purchasing firearms.,False
"An image shared on Facebook claims that playwright William Shakespeare said, “All glory comes from daring to begin.”",False
"A post shared on Facebook alleges that Democratic California Sen. Kamala Harris said, “Our military are soulless cowards. Their budget must be cut.”",False
"A Facebook post claims ancient Greek philosopher Aristotle said, “The place where your talent meets the world’s needs is the job God has in mind for you.”",False
"An image shared on Facebook claims that Democratic Massachusetts Sen. Elizabeth Warren said, “If Republicans disarm, all is well and good. If they refuse to disarm, we shall disarm them ourselves.”",False
"A post on Facebook claims that ancient Greek philosopher Socrates once stated, “The secret of change is to focus all of your energy, not on fighting the old, but on building the new.”",False
"An image shared on Facebook alleges that comedian Groucho Marx once stated, “Politics is the art of looking for trouble, finding it everywhere, diagnosing it incorrectly and applying the wrong remedies.”",False
An image shared on Facebook purportedly shows then-President Ronald Reagan meeting with Taliban leaders in the Oval Office.,False
"A Facebook post credits author Isaac Asimov with saying, “Your assumptions are your windows on the world. Scrub them off every once in a while, or the light won’t come in.”",False
An image shared on Facebook allegedly depicts the differences in environmental impact between an open-air mine where lithium is extracted for electric car batteries and an oil sands extraction site.,False
"A post shared on Facebook alleges that Christian apologist C.S. Lewis once said, “You do not have a soul. You are a soul. You have a body.”",False
An image shared on Facebook alleges that a Chicago police officer shot a teenager caught sneaking into a gym 53 times instead of arresting him.,False
"A Facebook post credits mystery novelist Agatha Christie with saying, “The secret of getting ahead is getting started.”",False
"A post shared on Facebook said French writer and philosopher Voltaire once said, “I may disapprove of what you say, but I will defend to the death your right to say it.”",False 
"A post on Facebook claims that former President Abraham Lincoln once stated, “Things may come to those who wait … but only the things left by those who hustle.”",False
"A post shared on Facebook alleges that author Mark Twain once said, “If voting made a difference, they wouldn’t let us do it.”",False
"A Facebook post credits founding father George Washington with saying, “It will be found an unjust and unwise jealousy to deprive a man of his natural liberty upon the supposition he may abuse.”",False
"ABC held the third Democratic presidential debate Thursday night in Houston, where 10 candidates covered topics ranging from health care to immigration.","“We didn’t lock people up in cages. We didn’t separate families,” said former Vice President Joe Biden, when asked about deportations during the Obama administration."
"A post shared on Facebook said British novelist E.M. Forster once stated, “We must be willing to let go of the life we have planned, so as to have the life that is waiting for us.”",False
"A Facebook post claims that theoretical physicist Albert Einstein once said, “We all know that light travels faster than sound. That’s why certain people appear bright until you hear them speak.”",False
"A post shared on Facebook credits American writer Mark Twain with saying, “The man who does not read has no advantage over the man who cannot read.”",False
"A post shared on Facebook credits English author Aldous Huxley with saying, “There are things known and there are things unknown, and in between are the doors of perception.”",False
"A Facebook post claims that Scottish political economist and philosopher Adam Smith once said: “As soon as government management begins, it upsets the natural equilibrium of industrial relations, and each interference only requires further bureaucratic control until the end is the tyranny of the totalitarian state.”",False
A post shared on Facebook alleges that “Home Improvement” actor Tim Allen made a long statement attacking Democrats.,False
"An image shared on Facebook claims that Indian social activist Mahatma Gandhi once said, “First they ignore you, then they laugh at you, then they fight you, then you win.”",False
"An image shared on Facebook claims that British military leader Oliver Cromwell said, “Not only strike while the iron is hot, but make it hot by striking.”",False
"A post shared on Facebook claims that author Theodor Seuss Geisel once said, “Be who you are and say what you feel, because those who mind don’t matter and those who matter don’t mind.”",False
"An image shared on Facebook claims that English philosopher Francis Bacon said, “I will never be an old man. To me, old age is always 15 years older than I am.”",False
"A post shared on Facebook alleges that ancient Greek philosopher Plato once stated, “Only the dead have seen the end of war.”",False
President Donald Trump tweeted “FACTS that #FakeNewsCNN will ignore” as CNN hosted a seven-hour climate town hall Wednesday for the 2020 Democratic presidential candidates.,“Which country has the largest carbon emission reduction? AMERICA!”
"An image shared on Facebook credits professional boxer Muhammad Ali with saying, “Impossible is just a big word thrown around by small men who find it easier to live in the world they’re given than to explore the power they have to change it.”",False
"An image shared on Facebook alleges that Democratic New York Rep. Alexandria Ocasio-Cortez tweeted, “I see people are rushing out to fill up their cars for this hurricane at the gas station This wouldn’t be an issue if they had electric cars.”",False
"A post shared on Facebook claims that “Fight Club” contains the line, “We buy things we don’t need with money we don’t have to impress people we don’t like.”",False
An image shared on Facebook alleges that comedian and actor Kevin Hart has been “paralyzed from the neck down” in a car accident.,False
An image shared on Facebook purportedly shows the damage caused by Hurricane Dorian in the Abaco Islands of the northern Bahamas.,False
"A post shared on Facebook alleges that playwright William Shakespeare once stated, “The earth has music for those who listen.”",False
"A post shared on Facebook said German philosopher Immanuel Kant once said, “Science is organized knowledge. Wisdom is organized life.”",False
"A post on Facebook alleges that Microsoft cofounder Bill Gates once said, “Be nice to nerds. Chances are you’ll end up working for one.”",False
"A post shared on Facebook claims that American writer Mark Twain said, “Never argue with a fool. Onlookers may not be able to tell the difference.”",False
"A post shared on Facebook credits founding father Benjamin Franklin with saying, “Tell me and I forget, teach me and I may remember, involve me and I learn.”",False
An image shared on Facebook claims British author J.K. Rowling is the first person to fall off Forbes magazine’s billionaires list due to charitable giving.,False
"An image shared on Facebook claims 19th century writer Henry David Thoreau said, “Be yourself – not your idea of what you think somebody else’s idea of yourself should be.”",False
"A post shared on Facebook claims poet T.S. Eliot once said, “The very existence of libraries affords the best evidence that we may yet have hope for the future of man.”",False
"A Facebook post claims professional baseball player Yogi Berra once said, “In theory, there is no difference between theory and practice. In practice, there is.”",False
"A Facebook post credits former President Abraham Lincoln with saying, “We can complain because rose bushes have thorns, or rejoice because thorn bushes have roses.”",False
"An image shared on Facebook claims British author George Eliot said, “It’s never too late to be what you might have been.”",False
"An image shared on Facebook claims billionaire investor Warren Buffett said, “You will continue to suffer if you have an emotional reaction to everything that is said to you.”",False
"An image shared on Facebook claims that Irish playwright Oscar Wilde once stated, “Be yourself; everyone else is already taken.”",False
"A post shared on Facebook claims that British philosopher and mathematician Bertrand Russell once stated, “War does not determine who is right – only who is left.”",False
"A post shared on Facebook credits theoretical physicist Albert Einstein with saying, “Two things inspire me to awe – the starry heavens above and the moral universe within.”",False
"A Facebook post claims Italian Renaissance writer Niccolò Machiavelli said, “I don’t want to preserve the status quo; I want to overthrow it.”",False
"An image shared on Facebook claims former British Prime Minister Winston Churchill said, “Courage is what it takes to stand up and speak; courage is also what it takes to sit down and listen.”",False
"An image shared on Facebook claims that Democratic New York Rep. Alexandria Ocasio-Cortez said, “Under capitalism, man oppresses man. Under socialism, it’s the other way around.”",False
"A post on Facebook claims that former President George Washington once said, “The marvel of all history is the patience with which men and women submit to burdens unnecessarily laid upon them by their governments.”",False
"An image shared on Facebook credits founding father Thomas Jefferson with saying, “In matters of style, swim with the current; in matters of principle, stand like a rock.”",False
"An image shared on Facebook claims California Sen. Kamala Harris said, “After we impeach, we round up the Trump supporters.”",False
"A Facebook post claims that founding father John Adams said, “If we do not lay out ourselves in the service of mankind whom should we serve?”",False
An image shared on Facebook purportedly shows Democratic Minnesota Rep. Ilhan Omar checking an automatic rifle while wearing a military uniform.,False
"An image shared on Facebook claims that former Secretary of State Hillary Clinton wrote in her 1996 book, “I believe the primary role of the state is to teach, train and raise children. Parents have a secondary role.”",False
"A Facebook post claims that American writer Ernest Hemingway said, “Write drunk, edit sober.”",False
"An image shared on Facebook credits theoretical physicist Albert Einstein with saying, “The only reason for time is so that everything doesn’t happen at once.”",False
"A Facebook post claims medieval Italian poet Dante Alighieri once wrote, “The hottest places in hell are reserved for those who in time of moral crisis preserve their neutrality.”",False
An image shared on Facebook claims that Congress only worked 111 days in 2016.,False
"A Facebook post claims that former President George Washington once said, “Firearms stand next in importance to the Constitution itself.”",False
"A Facebook post credits founding father Thomas Jefferson with saying, “The reason Christianity is the best friend of Government is because Christianity is the only religion that changes the heart.”",False
A video shared on Facebook claims that former President Barack Obama’s portrait fell off the wall as President Donald Trump’s was unveiled in the Colorado State Capitol.,False
"A Facebook post claims that ancient Roman politician Marcus Tullius Cicero once said, “The Budget should be balanced, the Treasury should be refilled, public debt should be reduced.”",False
An image shared on Facebook claims that congressional salaries have increased 231 percent in the past 30 years.,False
"An image shared on Facebook claims that Martin Luther King Jr. once said, “I will mourn the loss of thousands of precious lives, but I will not rejoice in the death of one, not even an enemy.”",False
"A post shared on Facebook claims author Mark Twain wrote, “Eat a live frog first thing in the morning and nothing worse will happen to you the rest of the day.”",False
"A Facebook post claims ancient Greek philosopher Plato once said, “Be kind, everyone you meet is fighting a hard battle.”",False
"A post shared on Facebook credits New England writer Ralph Waldo Emerson with saying, “What lies behind us and what lies before us are tiny matters compared to what lies within us.”",False
"An image shared on Facebook claims “Dumb and Dumber” actor Jim Carrey said, “Society is collapsing.”",False
"An image shared on Facebook purportedly shows Democratic members of Congress vacationing in Venice, Italy.",False
"A post on Facebook alleges that Irish poet and playwright Oscar Wilde once said, “Some cause happiness wherever they go; others whenever they go.”",False
"A post on Facebook claims English playwright William Shakespeare once said, “I would challenge you to a battle of wits, but I see you are unarmed.”",False
"An image shared on Facebook credits President Abraham Lincoln with saying, “To sin by silence when they should protest, makes cowards of men.”",False
"A post shared on Facebook claims novelist George Orwell once said, “People sleep peacefully in their beds at night only because rough men stand ready to do violence on their behalf.”",False
"A Facebook post claims that President Abraham Lincoln once said, “It’s not the years in your life that count. It’s the life in your years.”",False
A post shared on Facebook claims that American comedian Steve Harvey wrote a long statement in favor of President Donald Trump.,False
"A post shared on Facebook credits musician John Lennon with writing, “Love is a promise/Love is a souvenir/Once given, never forgotten/Never let it disappear.”",False
"A Facebook post credits 19th century English writer George Eliot with saying, “Wear a smile and have friends; wear a scowl and have wrinkles.”",False
"A post shared on Facebook claims physicist Albert Einstein once said, “Art is standing with one hand extended into the universe and one hand extended into the world, and letting ourselves be a conduit for passing energy.”",False
"An image shared on Facebook claims that former South African politician Nelson Mandela said, “Our deepest fear is not that we are inadequate. Our deepest fear is that we are powerful beyond measure.”",False
"A post shared on Facebook credits actress Marilyn Monroe with saying, “Give a girl the right shoes and she can conquer the world.”",False
"A post shared on Facebook claims biologist Charles Darwin said, “In the struggle for survival, the fittest win out at the expense of their rivals because they succeed in adapting themselves best to their environment.”",False
"An image shared on Facebook credits British politician Winston Churchill with saying, “You have enemies? Good. That means you’ve stood up for something, sometime in your life.”",False
"CNN held the second Democratic presidential debate in Detroit this week. To accommodate the crowded presidential field, the debate was split into two nights, with 10 candidates appearing on stage each night.","“90 percent of Republicans want universal background checks,” said South Bend, Indiana, Mayor Pete Buttigieg on night one."
"An image shared on Facebook claims that President Donald Trump tweeted, “DeVos is right. Handicapped and minority children are too disruptive in the classroom.”",False
"A post shared on Facebook credits writer Franz Kafka with saying, “Don’t bend; don’t water it down; don’t try to make it logical; don’t edit your own soul according to the fashion. Rather, follow your most intense obsessions mercilessly.”",False
"A post shared on Facebook claims that founding father Thomas Jefferson once said, “Information is the currency of democracy.”",False
An image shared on Facebook claims that German film director Werner Herzog compared present-day America to Nazi Germany.,False
"An image shared on Facebook claims that British philosopher and mathematician Bertrand Russell once said, “The time you enjoy wasting is not wasted time.”",False
An image shared on Facebook purportedly shows White House adviser and first daughter Ivanka Trump wearing a swastika-like logo on her blouse.,False
"A post shared on Facebook claims that 20th century English novelist George Orwell once stated, “In a time of universal deceit, telling the truth is a revolutionary act.”",False
"A link shared on Facebook credits British Prime Minister Winston Churchill with saying, “I no longer listen to what people say, I just watch what they do. Behavior never lies.”",False
"A post shared on Facebook credits Sir Isaac Newton with saying, “Tact is the knack of making a point without making an enemy.”",False
"A post shared on Facebook claims that 19th century writer and feminist Margaret Fuller once stated, “Today a reader, tomorrow a leader.”",False
"A post shared on Facebook claims that Christian apologist C.S. Lewis once said, “You can’t go back and change the beginning, but you can start where you are and change the ending.”",False
"A post shared on Facebook claims that astronomer Carl Sagan once said, “Somewhere, something incredible is waiting to be known.”",False
"A post shared on Facebook claims that British Prime Minister Winston Churchill once stated, “A pessimist sees the difficulty in every opportunity; an optimist sees the opportunity in every difficulty.”",False
An image shared on Facebook claims that non-U.S. citizens can apply for asylum at the U.S. embassy and consulates in Mexico.,False
An image shared on Facebook claims that Fox News will not air coverage of former special counsel Robert Mueller’s testimony before Congress.,False
"An image shared on Facebook claims that President Abraham Lincoln once said, “The best way to predict the future is to create it.”",False
An image shared on Facebook claims that President Donald Trump is one of three people to receive the Ellis Island award for his efforts within the black community.,False
"A post shared on Facebook alleges that New England writer Ralph Waldo Emerson once stated, “Do not follow where the path may lead. Go instead where there is no path and leave a trail.”",False
"A post shared on Facebook claims that American writer Ernest Hemingway once said, “I love sleep. My life has the tendency to fall apart when I’m awake, you know?”",False
"An image shared on Facebook appears to show President Donald Trump pointing to a sign that reads, “If you hate America, you can go back to the s***hole you came from!!!”",False
"A post shared on Facebook claims that Italian Renaissance artist Leonardo da Vinci once stated, “Simplicity is the ultimate sophistication.”",False
"An image shared on Facebook claims that Democratic Rep. Alexandria Ocasio-Cortez said, “Private truck drivers are destroying America.”",False
"An image shared on Facebook claims that American astronomer Carl Sagan said, “If it can be destroyed by the truth, it deserves to be destroyed by the truth.”",False
"An image shared on Facebook claims that American writer F. Scott Fitzgerald once stated, “It’s never too late to be whoever you want to be.”",False
"A post shared on Facebook claims that Christian apologist C.S. Lewis once stated, “You are never too old to set another goal or to dream a new dream.”",False
"A post shared on Facebook claims that Italian Renaissance artist Leonardo da Vinci said, “I awoke, only to find that the rest of the world was still asleep.”",False
"An image shared on Facebook purportedly shows former President Barack Obama awarding the Presidential Medal of Freedom to former President Bill Clinton, comedian Bill Cosby, movie producer Harvey Weinstein and former congressman Anthony Weiner.",False
A post shared on Facebook claims that the late Texas billionaire Ross Perot bequeathed $100 million to President Donald Trump’s 2020 re-election campaign.,False
An image shared on Facebook claims that every congressional Democrat voted against a 2.8 percent cost-of-living increase for Social Security.,False
"An image shared on Facebook claims that Russian revolutionary Vladimir Lenin once said, “If we can effectively kill the national pride and patriotism of just one generation, we will have won that country.”",False
"An image shared on Facebook claims that American journalists were not allowed to attend a June 28 meeting between President Donald Trump and Russian President Vladimir Putin at the G20 summit. The meme alleges that Russian journalists, by contrast, were allowed in the room.",False
An image shared on Facebook supposedly shows California Sen. Kamala Harris posing for a photo with her parents.,False
"An image shared on Facebook attributes a quote to Democrat Alexandria Ocasio-Cortez that says, “We need to repeal Daylight Savings Time as a primary measure to decrease the rate of climate change. Fewer hours of sunshine equal less heat hitting Earth’s surface.”",False
"An image shared on Facebook allegedly shows President Donald Trump, his daughter Ivanka and convicted sex offender Jeffrey Epstein posing for a picture together.",False
An image shared on Facebook claims that the Trump International Hotel in Las Vegas is not also a casino because the Nevada Gaming Commission did not find President Donald Trump “trustworthy” enough to grant him a gaming license.,False
"An image shared on Facebook supposedly shows Megan Rapinoe, co-captain of the U.S. women’s soccer team, waving a “Trump 2020” flag on the field.",False
"An image shared on Facebook claims that ancient Greek philosopher Socrates said, “When the debate is lost, slander becomes the tool of the losers.”",False
"An image shared on Facebook claims that renowned theoretical physicist Albert Einstein once stated, “Creativity is contagious. Pass it on.”",False
"The Daily Sun, a South African daily newspaper, shared a post on Facebook claiming that American novelist Nathaniel Hawthorne once said, “Happiness is a butterfly, which when pursued, is always just beyond your grasp, but which, if you will sit down quietly, may alight upon you.”",False
"The Facebook page Middle American Democrat screen grabbed a tweet that showed migrants in crowded rooms, wrapped in Mylar blankets. Originally shared by actress Nancy Lee Grahn, the post suggests that the photos depict children detained by the Trump administration.",False
An image shared on Facebook purportedly shows a news alert announcing that Supreme Court Justice Ruth Bader Ginsburg suffered a “massive stroke” Wednesday evening.,False
"An image shared on Facebook credits the late President Ronald Reagan with saying, “Under no pretext should arms and ammunition be surrendered; any attempt to disarm the people must be stopped, by force if necessary.”",False
A video shared on Facebook claims to capture the U.S. Postal Service (USPS) unveiling a postage stamp honoring President Donald Trump.,False
An image shared on Facebook attributes the following quote to biologist Charles Darwin: “It is not the strongest or the most intelligent who will survive but those who can best manage change.”,False
An image shared on Facebook purportedly shows a child being held in a federal detention center.,False
An image shared on Facebook allegedly shows the crowd at President Donald Trump’s Fourth of July celebration Thursday.,False
An image shared on Facebook purportedly shows a young Bernie Sanders getting arrested for throwing eggs at black protestors in the 1960s.,False
"A post shared on Facebook claims that Irish writer Oscar Wilde said, “I’m not young enough to know everything.”",False
California Rep. Eric Swalwell claimed during Thursday night’s Democratic debate that he was the only candidate on stage “who has voted [for] and passed background checks” for firearms sales.,False
"An image shared on Facebook claims that 2020 candidates uttered the word “Trump” 1,326 times, “free” 683 times and “America” only twice during the first Democratic primary debate. Spanish was spoken a total of 14 times, it claims.",False
"A post shared on Facebook claims that author Ernest Hemingway once said, “There is nothing to writing. All you do is sit down at a typewriter and bleed.”",False
An image shared on Facebook purportedly shows a parade of Ku Klux Klan (KKK) members at the 1924 Democratic National Convention.,False
"A post shared on Facebook claims that statesman James Madison said, “Cursed be all that learning that is contrary to the cross of Christ.”",False
"The Facebook page for the University Of Warwick library shared an image that claims poet Edgar Allan Poe once stated, “I wish I could write as mysterious as a cat.”",False
A post shared on Facebook claims that author C.S. Lewis wrote in his book “Mere Christianity” that “humility isn’t thinking less of yourself – it’s thinking of yourself less.”,False
"An image shared on Facebook allegedly shows presidential candidate Beto O’Rourke with words painted on his body, including “atheist,” “queer” and “vegan.”",False
"A post shared on Facebook claims that founding father Patrick Henry said, “It cannot be emphasized too strongly or too often that this great nation was founded, not by religionists, but by Christians; not on religions, but on the gospel of Jesus Christ. For this very reason peoples of other faiths have been afforded asylum, prosperity, and freedom of worship here.”",False
"The Facebook page Teanderthal Party shared an image that purportedly shows an old photograph of Donald Trump with E. Jean Carroll, the advice columnist who recently accused the president of sexual assault.",False
An image shared on Facebook claims that none of the 2020 candidates wore an American flag pin during night one of the first Democratic presidential debate.,False
"An image shared on Facebook claims that French philosopher Voltaire said, “God is a comedian playing to an audience too afraid to laugh.”",False
An image shared on Facebook allegedly shows a large yellow Greenpeace banner with the words “CONCENTRATION CAMPS” hanging from the Trump International Hotel in Las Vegas.,False
PBS NewsHour claimed Wednesday that 2020 candidates did not say President Donald Trump’s name until 16 minutes into the first Democratic debate.,False
"An image shared on Facebook claims that Aristotle, the ancient Greek philosopher, once stated, “We are what we repeatedly do. Excellence then, is not an act, but a habit.”",False
An image shared on Facebook shows “Friends” star Jennifer Aniston wearing a “Biden 2020” t-shirt imprinted with fake hands over her breasts.,False
"An image shared on Facebook claims that theoretical physicist Albert Einstein once said, “The definition of insanity is doing the same thing over and over again and expecting different results.”",False
"A post shared on Facebook claims that founding father John Adams once said, “In my many years, I have come to a conclusion that one useless man is a shame, two is a law firm, and three or more is a Congress.”",False
"A post shared on Facebook credits author Kurt Vonnegut with saying, “Be soft. Do not let the world make you hard. Do not let pain make you hate. Do not let the bitterness steal your sweetness.”",False
"An image shared on Facebook claims that author Mark Twain once said, “Twenty years from now you will be more disappointed by the things that you didn’t do than by the ones you did do.”",False
"An image shared on Facebook claims that first lady Eleanor Roosevelt once said, “Well behaved women rarely make history.”",False
"An image shared on Facebook credits founding father Benjamin Franklin with saying, “Any fool can criticize, condemn and complain – and most fools do.”",False
"The Livestrong Foundation posted an image on Facebook that claims Prime Minister Winston Churchill once said, “Attitude is a little thing that makes a big difference.”",False
